#mpa_v31_CHOCOPhlAn_201901
clade_name	T0101B.A	T0101B.B	T0101B.C	T0101B.D	T0101B.E	T0101B.F	T0101B.G	T0101B.H	T0101B.I	T0101B.J	T0108A.A	T0108A.B	T0108A.C	T0108A.D	T0108A.E	T0108A.F	T0108A.H	T0108A.I	T0108B.A	T0108B.B	T0108B.C	T0108B.D	T0108B.E	T0108B.F	T0108B.H	T0108B.I	T0108B.J	T0122A.B	T0122A.C	T0122A.D	T0122A.E	T0122A.F	T0122A.G	T0122A.H	T0122A.I	T0122A.J	T0122B.A	T0122B.B	T0122B.C	T0122B.D	T0122B.E	T0122B.F	T0122B.G	T0122B.H	T0122B.I	T0132A.B	T0132A.C	T0132A.D	T0132A.E	T0132A.F	T0132A.G	T0132A.H	T0132A.I	T0132A.J	T0132B.A	T0132B.B	T0132B.C	T0132B.D	T0132B.E	T0132B.F	T0132B.G	T0132B.H	T0132B.I	T0132B.J	T0143A.B	T0143A.C	T0143A.D	T0143A.E	T0143A.F	T0143A.G	T0143A.H	T0143A.I	T0160B.B	T0160B.C	T0160B.D	T0160B.E	T0160B.F	T0160B.G	T0160B.H	T0160B.I	T0160B.J	T0168A.A	T0168A.B	T0168A.C	T0168A.D	T0168A.E	T0168A.F	T0168A.G	T0168A.H	T0168A.I	T0168A.J	T0168A.K	T0171A.A	T0171A.B	T0171A.C	T0171A.D	T0171A.E	T0171A.F	T0171A.G	T0171A.H	T0171A.I	T0171A.J	T0171B.B	T0171B.C	T0171B.D	T0171B.E	T0171B.F	T0171B.G	T0171B.H	T0171B.I	T0171B.J	T0171B.K	T0180A.C	T0180A.D	T0180A.E	T0180A.F	T0180A.G	T0180A.I	T0180A.J	T0180A.K	T0180B.A	T0180B.B	T0180B.C	T0180B.D	T0180B.E	T0180B.F	T0180B.G	T0180B.I	T0180B.J	T0180B.K	T0181A.A	T0181A.B	T0181A.C	T0181A.D	T0181A.E	T0181A.F	T0181A.G	T0181A.H	T0181A.I	T0181A.J	T0181A.K	T0181B.A	T0181B.B	T0181B.C	T0181B.D	T0181B.E	T0181B.F	T0181B.G	T0181B.H	T0181B.I	T0181B.J	T0181B.K	T0185A.A	T0185A.B	T0185A.C	T0185A.D	T0185A.E	T0185A.F	T0185A.G	T0185A.H	T0185A.I	T0185A.J
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia	0.04825	30.96597	7.53382	8.37856	3.93198	0.0	0.08491	0.0	0.00941	0.0	100.0	0.87121	2.12703	0.57718	0.0	0.0	0.38852	0.03636	0.0	1.98688	4.29518	0.97703	0.20978	0.0	0.03989	0.0	0.0	28.4393	0.82495	12.86806	2.1485	3.27071	0.89878	0.63467	0.0	0.0	0.0	26.98518	2.28588	13.76209	1.16525	1.79195	0.24191	0.08938	0.0	0.53318	0.43537	0.97138	1.41281	0.25812	0.12656	0.39394	0.0	0.12289	0.0	4.73682	0.5524	7.17236	0.64985	0.12176	0.0	0.0	0.0	0.0	7.34128	44.35415	13.13916	9.95174	1.37279	1.75461	0.06746	0.0	0.01464	0.0	0.0	0.0	0.0	1.64515	0.09933	0.22574	0.20405	0.0	0.0	4.35475	0.66555	0.11446	0.01317	0.99198	0.0	0.0305	0.0	0.0	0.60678	0.0	0.64836	3.45908	1.1491	0.24064	0.30027	0.43002	0.0	0.09123	0.0	1.23786	3.85418	2.12697	3.62507	1.61311	0.32509	0.29291	0.14933	0.0	8.64546	0.0	0.0	0.20889	0.72213	0.0	0.0	0.0	0.0	45.03864	1.51802	0.3228	0.0	0.0	0.21934	0.0	0.0	0.0	0.0	0.0	7.36244	1.26557	4.62933	0.0	0.0	0.0	0.01679	0.0	0.0	0.0	0.0	7.10533	3.55202	5.2249	1.58548	0.07177	0.0	0.0	0.09089	0.0	0.0	0.0	0.0	9.48859	0.92799	2.51345	3.89605	41.61138	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	0.01401	14.63698	8.38955	12.82654	23.06469	35.51039	3.68564	11.57196	7.806	7.18315	0.0	24.8069	21.96162	17.16017	6.2984	9.38233	9.44926	8.94584	0.0	35.22454	25.57318	15.46088	7.42288	12.84906	7.89609	11.05416	0.35266	65.12606	37.50066	47.46594	70.85061	56.34878	25.20897	19.20263	7.45206	3.71935	0.0	65.56166	59.45335	50.12402	25.90904	28.78502	22.05703	8.40841	1.76226	91.51424	68.60406	76.75387	11.74872	10.38911	5.40339	3.12438	2.75007	2.71547	0.0	88.51119	79.13761	0.43247	34.6492	22.3624	50.6715	3.37676	1.18269	9.51098	0.0	0.0	0.0	3.39879	0.17265	1.01792	1.61391	6.63318	0.0	17.97182	6.00632	38.05563	2.62313	4.03798	0.36381	0.44835	6.03059	0.0	5.20286	0.0	0.0	4.11046	0.74533	2.75313	8.10807	5.47741	0.43184	0.41484	12.58129	10.1952	42.67349	17.57416	31.97592	21.16874	35.36659	1.52227	2.83587	0.51753	38.83481	31.6881	33.4059	32.48003	34.88931	21.14808	9.84139	2.38177	12.07513	2.70727	53.32801	34.33275	25.15299	28.50473	26.88525	0.99699	0.1608	0.00931	0.0	8.06859	29.33825	37.23242	28.77931	25.18102	38.22567	2.28661	1.1729	0.0	0.0	0.79249	27.12101	31.79244	43.1648	24.57874	30.59827	47.66388	5.73309	4.0749	5.2436	0.0	48.96073	32.55003	63.57987	38.84014	37.84115	21.99568	15.27915	4.48476	7.74307	6.35686	0.0	1.16266	0.0	0.0	0.0	0.0168	3.20062	7.12595	1.99799	14.16704
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae	81.41457	0.08538	3.9283	0.12175	0.08712	0.0	0.0	0.0	0.0	0.0	0.0	4.63498	2.09586	0.85439	2.58653	0.1918	0.10387	0.0	0.0	4.12493	2.78036	2.73745	2.15395	0.59167	0.0	0.0	0.0	0.0	0.0	0.12589	0.0	0.0	0.0	0.0	2.09453	0.0	0.0	0.0	0.0	0.23912	0.0	0.0	0.0	2.33793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3078	0.0	0.0	0.0	0.0	0.0	0.0	26.88353	3.62263	0.08208	0.0	0.0	0.0	0.0	0.0	26.70414	0.02815	0.55591	1.61333	0.01993	0.21442	0.0	0.0	0.24009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.91727	3.61178	0.0	0.0	0.03028	0.06188	0.0	0.0	0.0	22.39035	0.5485	1.41302	0.0	0.02364	0.0	0.0	0.0	0.0	0.0	2.78941	0.89382	7.8106	0.56353	0.2675	0.0	0.0	0.0	0.0	0.22102	10.23536	2.19694	0.56089	0.81255	0.0	0.0	0.0	0.0	0.0	36.97309	0.0	0.0	0.1896	0.0	0.0	0.0	0.0	0.98658	0.0	0.0	33.6089	0.02419	0.0	0.08365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.37806	10.48437	3.75564	1.15882	0.03385	0.15819	0.40721	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_variicola	11.44765	0.0	1.28027	0.02864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31625	0.88385	0.16112	0.36731	0.0	0.0	0.0	0.0	1.26453	0.62368	1.2359	0.69285	0.29884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40383	0.0	0.0	0.0	0.0	0.0	0.0	3.71711	0.37116	0.0	0.0	0.0	0.0	0.0	0.0	35.15259	0.07524	0.07031	0.50008	0.0	0.06205	0.07509	0.0	0.02554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.05805	1.3156	0.0	0.0	0.0	0.08029	0.0	0.0	0.0	5.8741	0.10303	1.10911	0.0094	0.0	0.0	0.0	0.0	0.0	0.0	3.72267	0.28511	2.26493	0.14623	0.13757	0.0	0.0	0.0	0.0	0.35753	6.06795	0.51175	0.0	0.15901	0.0	0.0	0.0	0.0	0.0	3.67208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16688	0.0	0.0	1.78328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37396	0.5538	0.42718	0.31167	0.16248	0.05679	0.04329	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_quasipneumoniae	7.07552	0.0	0.46691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44797	0.36528	0.21436	0.17972	0.03698	0.0	0.0	0.0	0.59016	0.43572	0.43099	0.38659	0.02356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06092	0.0	0.0	0.0	0.0	0.0	0.0	2.15807	0.1948	0.02472	0.0	0.0	0.0	0.0	0.0	3.24549	0.02366	0.04692	0.13297	0.0	0.0	0.0	0.0	0.08029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.20398	0.26338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4059	0.0435	0.56972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51512	0.02044	0.57425	0.02375	0.0	0.0	0.0	0.0	0.0	0.04774	1.63592	0.4685	0.0	0.07172	0.0	0.0	0.0	0.0	0.0	4.52623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11575	0.0	0.0	3.56566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08578	0.3517	0.24496	0.0	0.0	0.07098	0.0321	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	0.04825	30.96597	7.53382	8.37856	3.93198	0.0	0.08491	0.0	0.00941	0.0	100.0	0.87121	2.12703	0.57718	0.0	0.0	0.38852	0.03636	0.0	1.98688	4.29518	0.97703	0.20978	0.0	0.03989	0.0	0.0	28.4393	0.82495	12.86806	2.1485	3.27071	0.89878	0.63467	0.0	0.0	0.0	26.98518	2.28588	13.76209	1.16525	1.79195	0.24191	0.08938	0.0	0.53318	0.43537	0.97138	1.41281	0.25812	0.12656	0.39394	0.0	0.12289	0.0	4.73682	0.5524	7.17236	0.64985	0.12176	0.0	0.0	0.0	0.0	7.34128	44.35415	13.13916	9.95174	1.37279	1.75461	0.06746	0.0	0.01464	0.0	0.0	0.0	0.0	1.64515	0.09933	0.22574	0.20405	0.0	0.0	4.35475	0.66555	0.11446	0.01317	0.99198	0.0	0.0305	0.0	0.0	0.60678	0.0	0.64836	3.45908	1.1491	0.24064	0.30027	0.43002	0.0	0.09123	0.0	1.23786	3.85418	2.12697	3.62507	1.61311	0.32509	0.29291	0.14933	0.0	8.64546	0.0	0.0	0.20889	0.72213	0.0	0.0	0.0	0.0	45.03864	1.51802	0.3228	0.0	0.0	0.21934	0.0	0.0	0.0	0.0	0.0	7.36244	1.26557	4.62933	0.0	0.0	0.0	0.01679	0.0	0.0	0.0	0.0	7.10533	3.55202	5.2249	1.58548	0.07177	0.0	0.0	0.09089	0.0	0.0	0.0	0.0	9.48859	0.92799	2.51345	3.89605	41.61138	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve	0.01042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65135	0.00608	0.0	0.0	0.0	0.0	0.0	0.0	3.9938	0.48554	0.03122	0.0	0.0	0.0	0.0	0.0	65.11914	37.32804	46.94234	28.98417	21.47114	7.41091	3.40284	0.21605	0.0	0.0	65.56166	59.45335	43.51075	8.93283	6.22659	4.90545	0.88195	0.19918	55.39331	34.77149	21.63644	0.0	2.4404	0.0	0.03103	0.0	0.0	0.0	51.15032	33.86999	0.0	9.56152	2.99639	11.69539	0.0	0.0	0.0	0.0	0.0	0.0	3.39879	0.17265	1.01792	0.49687	2.3972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76441	0.0	0.0	0.0	0.0	0.1484	0.0	2.75313	8.10807	5.47741	0.43184	0.3823	4.90252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.90559	2.89744	3.56579	1.05325	0.0	0.0	0.0	0.0	0.0	0.0	2.46203	2.39365	8.64144	10.09033	0.0	0.0	0.0	0.0	0.0	0.0	0.22985	2.65055	1.48103	0.38244	2.3747	0.09197	0.0	0.0	0.0	0.0	0.0	0.0	1.73577	2.61861	1.36603	0.88663	0.03175	0.0	0.05117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	0.00359	0.0	1.86307	4.97172	13.07795	13.20003	2.0483	6.36486	2.29878	0.0	0.0	0.0	0.0	2.14677	0.67824	0.90967	6.40661	3.71884	0.0	0.0	2.13658	2.09327	0.84714	2.77487	2.88798	3.39198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.43647	14.01242	11.68294	3.14966	0.07422	0.0	0.81507	0.0	0.0	0.0	22.86801	22.52738	0.35696	4.50782	0.0	8.38068	1.11285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.78542	0.0	0.0	1.17928	8.51476	3.73736	3.95958	0.0	0.0	0.0	0.0	0.0	0.0	4.41233	6.93974	6.03399	1.74418	0.0	0.0	0.0	0.12396	1.28146	2.80152	0.9586	0.0	0.0	0.0	0.0	0.0	0.0	1.21447	4.45209	3.35123	3.36582	6.35212	0.0	0.0	0.0	0.0	0.0	0.0	11.01448	15.76762	4.33381	3.21004	15.55406	1.83915	0.0	1.84449	0.0	0.0	0.0	13.60846	22.80934	15.81805	3.67504	3.1217	2.23969	2.99835	1.94662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes	0.0	53.09641	76.67136	65.91139	60.06296	54.67668	37.84623	48.77135	49.8911	33.51596	0.0	26.6142	44.13591	49.66335	32.85597	29.08001	38.68466	65.28736	98.68851	55.81275	55.57254	62.02848	29.55675	30.0689	45.55309	41.32323	37.55362	5.72822	20.00706	6.06329	22.39649	26.39564	20.47326	34.64575	59.22822	61.24121	0.0	7.45315	36.91973	18.49694	44.64536	48.28292	17.78502	48.58205	33.211	6.35536	6.71949	8.93434	18.73936	17.29968	22.774	32.55474	31.7156	42.49794	0.17398	4.39948	7.40239	10.60467	15.61033	40.47934	33.82735	65.69693	69.27363	64.22453	56.43615	50.67106	85.47263	84.83699	97.90917	96.23372	39.327	77.7897	33.90356	71.97229	89.28583	55.77031	95.89302	92.5794	98.98462	98.295	91.78156	12.6826	30.94996	92.76898	97.20492	47.40613	54.18587	42.88678	57.85525	50.84563	43.54022	76.60284	0.0	68.93022	49.45549	77.69051	63.56217	72.12537	40.9347	52.23078	75.58282	46.75248	30.31995	66.19053	59.41299	63.07178	57.31268	74.74184	7.32996	25.56433	76.01048	31.4489	28.66977	17.31582	32.97468	17.79037	42.33936	39.23986	30.63505	30.79679	99.21473	43.6704	47.02206	21.16273	32.31853	10.5822	25.08516	28.6674	48.30682	28.90933	0.0	54.03612	65.16764	64.94758	42.96067	12.11285	11.95633	12.94672	15.62284	43.81726	27.38758	0.0	10.35732	59.68657	25.50154	53.26062	59.56995	10.24422	19.62407	30.65376	44.63608	46.99011	0.57319	83.26534	59.12192	79.73366	38.57023	49.41879	40.01719	43.69071	43.16771	54.18336
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.0	40.81373	16.72171	8.08327	2.50064	2.38185	1.77447	1.00456	3.10743	0.0	0.0	0.45884	4.15705	1.17238	0.36241	0.0	0.31629	0.19674	0.0	0.83301	0.1679	1.10502	0.42977	0.0	0.03771	0.0	0.0	0.0	0.77354	1.3459	3.90917	3.07622	1.25651	1.60546	3.88026	2.57095	0.0	0.0	1.84783	3.20791	5.02623	7.79547	1.56091	3.53702	0.99056	0.23213	0.3702	1.46516	2.55485	2.33537	3.96262	3.42267	2.23125	2.21637	0.0	1.88904	0.32074	4.01911	2.47969	6.1403	2.42063	1.30145	1.35863	1.3068	0.0	10.95481	6.96519	12.26882	25.47841	16.20814	0.3041	0.65644	0.0	1.29225	3.97127	4.45148	12.50369	15.92542	9.37689	3.58083	17.32341	0.0	0.0	0.0	10.50544	3.59838	1.84134	10.59465	3.10858	4.17357	0.26678	1.30265	0.0	4.87689	10.30508	5.5481	4.86918	3.77087	0.39652	0.64043	2.70123	0.75012	2.04604	5.17309	10.92684	7.98518	5.08365	5.84862	1.1009	0.64797	1.70421	0.1189	0.44833	0.90748	0.54672	0.22165	0.36605	0.58855	1.52068	2.05251	0.0	0.69739	0.06486	1.63446	7.72999	1.8318	2.72052	3.20782	5.82881	1.25802	0.0	7.81327	29.45335	21.1388	11.07449	0.8033	0.0	0.45933	0.21699	0.9252	0.34541	0.0	2.34914	35.54613	8.28488	7.45037	4.16654	0.0	0.2826	0.15722	0.32465	0.317	0.0	0.0	0.0	36.38459	18.76662	18.10973	8.1208	1.34441	0.67791	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes	0.0	6.66649	5.75716	0.00935	0.03006	0.02617	0.11345	0.0	0.25877	0.0	0.0	11.85122	9.82822	4.75835	1.89801	1.58832	2.28225	2.39661	0.0	9.24477	20.45907	5.32571	1.07216	1.89014	1.44507	2.2992	1.17771	0.0	2.6044	1.78086	2.19658	16.04578	9.44783	15.75648	0.0	0.0	0.0	0.0	7.75515	3.14492	13.34306	19.05904	5.63218	0.0	0.09076	0.0	0.83915	1.0064	1.36613	1.08299	0.36589	0.72507	1.19465	0.44904	0.0	0.0	0.42264	1.33036	2.02763	0.62551	2.39907	0.172	0.16752	0.1928	0.56525	5.10829	8.81189	3.38901	1.34198	3.45327	1.14718	1.13864	2.01684	14.58497	6.45008	36.0298	6.59052	8.60367	0.03507	3.32856	0.0	6.45416	20.38067	1.17626	0.0	0.63657	0.07348	5.66272	2.80895	1.54144	1.33318	0.0	0.0	14.84571	4.84926	24.98624	5.43157	1.14144	2.53126	1.22309	0.63855	0.72315	9.21802	8.73186	14.21921	13.54036	7.37278	6.80307	1.03236	1.18976	1.06897	0.20762	10.26216	8.91018	2.2011	0.74898	1.20864	2.91757	0.99723	1.22573	0.0	15.9622	10.0981	10.91768	5.15638	3.11903	4.65236	0.40545	1.39932	2.28136	0.0	5.5624	0.71015	11.82035	12.72561	3.34051	2.48894	0.56087	1.79026	0.09664	1.95604	0.0	0.03975	0.3787	3.70902	11.90008	19.76982	1.52367	1.00843	2.38116	0.94124	2.72851	0.0	4.49122	14.93223	10.13658	1.76099	4.55176	5.37617	2.00798	0.70931	5.52114
k__Bacteria|p__Firmicutes|c__Clostridia	0.0	3.48476	49.86376	55.10621	56.07113	51.73113	35.92135	47.76679	45.44286	33.51596	0.0	6.8667	26.91287	33.56632	28.67311	25.96455	30.3935	53.54541	0.0	38.68684	30.10008	34.13403	26.62569	27.69506	42.2891	37.68658	32.89508	0.0	14.17694	2.3603	14.61925	5.79929	9.62263	16.97346	54.86837	58.67026	0.0	0.0	23.77546	10.39319	25.30803	18.74461	9.94825	44.8055	31.97527	1.65032	4.5003	2.70727	14.53282	12.80628	17.42514	27.2655	28.27093	39.5299	0.0	0.50398	4.79745	5.00429	10.42432	31.40044	25.98227	61.7129	67.50928	62.55084	54.57669	33.19846	67.2452	67.184	70.32826	76.57231	37.41869	75.25994	1.77635	40.74323	71.16937	11.18965	76.31522	67.81717	89.51317	91.27204	71.78658	0.09537	1.99026	6.10142	81.55191	42.39151	52.03438	22.78756	45.23248	44.6304	41.63962	66.89413	0.0	42.84904	32.13622	46.27669	51.62715	63.00614	33.60798	46.6456	57.54308	40.12517	12.42787	49.08241	33.53772	40.27117	42.08412	60.13655	5.04795	23.33703	71.49244	26.60304	14.17673	6.86211	29.76195	16.64573	33.57332	26.95432	23.71097	25.69632	0.0	18.95153	30.61288	7.84521	19.43217	5.63136	17.46731	23.26776	38.33884	23.94118	0.0	26.47238	33.32779	31.08367	18.0531	7.37517	9.10918	11.49481	13.6072	42.11954	24.02451	0.0	5.44946	22.40836	10.17035	29.30127	31.64271	8.29281	18.29477	27.99207	43.07131	40.90035	0.0	76.13179	43.20837	29.59673	16.26211	25.93024	25.7901	30.35138	41.1281	46.362
k__Bacteria|p__Firmicutes|c__Bacilli	0.0	2.13144	4.32873	2.71256	1.39291	0.09312	0.03242	0.0	0.32863	0.0	0.0	7.43744	3.23776	6.7198	1.32799	0.08901	0.16166	0.53656	98.68851	3.36538	3.61846	20.65801	0.98449	0.0	0.39211	0.6334	0.46031	5.72455	2.4276	0.57624	1.67149	1.44499	0.011	0.07428	0.11392	0.0	0.0	7.45315	3.5413	1.75093	0.96804	0.41608	0.29434	0.0	0.05448	4.47292	1.00984	3.75551	0.28555	1.07503	1.02036	0.44532	0.01877	0.12333	0.17398	2.00646	1.86155	0.25091	0.67869	2.21717	2.37668	2.36959	0.03975	0.0	1.29421	1.40949	0.89731	0.55737	0.72569	0.0	0.45703	0.7129	26.98063	15.35184	7.6951	4.09938	0.4836	0.23314	0.05949	0.11357	2.67157	6.13306	8.50234	85.4913	5.14756	0.77967	0.23666	0.36841	0.22912	0.24349	0.07112	7.44737	0.0	6.35859	2.16493	0.87948	1.61081	3.79938	2.91215	0.36807	12.85228	2.4652	6.62802	3.20317	0.72922	1.27507	2.77214	1.95361	0.14875	0.03047	1.08302	2.07226	3.78256	0.63605	0.46491	0.17401	0.25109	8.49048	3.53205	0.08569	99.21473	8.05928	6.24622	0.76538	0.0	0.0	0.24497	1.24411	1.12546	0.12466	0.0	14.18807	1.67635	0.87152	1.09104	0.57585	0.35822	0.43171	0.00838	0.63684	0.15664	0.0	2.51897	1.35337	3.3373	0.48982	0.3781	0.42774	0.03827	0.12331	0.26942	3.02633	0.57319	2.64233	0.98133	3.61576	1.7805	0.82707	0.73013	9.98694	0.57347	2.26461
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	0.0	1.1466	0.07624	0.26591	7.32325	5.72671	0.6432	0.70364	2.53383	4.75264	0.0	0.04843	1.48421	3.66763	0.64451	1.39429	0.98395	1.91138	0.0	0.00872	5.13962	2.32957	0.69139	0.90647	1.46321	0.47964	0.28668	0.61415	0.39982	0.1181	0.62867	0.17491	0.13219	0.06788	0.80526	0.33848	0.0	0.0	1.34104	0.26824	0.32535	0.35711	0.083	0.18557	0.14521	1.23279	2.09622	7.37337	0.02707	1.63482	0.47272	0.77826	0.07866	0.78026	0.0	0.43549	3.15864	0.01079	0.47268	0.53826	0.24731	0.10386	0.58652	2.16337	0.10808	0.10806	0.17891	0.84284	0.11019	0.29763	0.08411	0.23364	0.0	0.05099	0.34328	0.11407	0.45932	0.3877	0.47715	0.96241	0.4513	0.0	0.0	0.17333	1.10789	2.35693	0.53022	0.79224	0.08544	0.0	0.09736	0.29107	0.0	0.0	0.0	1.14368	2.27503	1.57919	1.67105	0.24742	2.10043	0.14256	0.0	0.00388	0.03976	2.19667	2.46073	0.82462	0.56922	0.06782	2.84588	0.30599	1.11127	5.88366	0.51899	1.36404	2.27249	0.41321	0.3073	0.43442	0.0	0.08899	0.91355	0.50107	0.9159	0.97978	3.31962	1.21899	1.13648	0.25821	0.0	0.0	0.0	0.077	0.51201	1.19987	1.36121	2.36908	0.30032	0.38663	0.39232	0.0	0.0	0.0	0.28095	0.07755	1.00342	0.4015	0.76065	0.32279	0.36667	0.12181	0.0	0.0	0.0	0.0	0.14856	0.54965	0.06575	0.01077	0.18654	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.0	40.81373	16.72171	8.08327	2.50064	2.38185	1.77447	1.00456	3.10743	0.0	0.0	0.45884	4.15705	1.17238	0.36241	0.0	0.31629	0.19674	0.0	0.83301	0.1679	1.10502	0.42977	0.0	0.03771	0.0	0.0	0.0	0.77354	1.3459	3.90917	3.07622	1.25651	1.60546	3.88026	2.57095	0.0	0.0	1.84783	3.20791	5.02623	7.79547	1.56091	3.53702	0.99056	0.23213	0.3702	1.46516	2.55485	2.33537	3.96262	3.42267	2.23125	2.21637	0.0	1.88904	0.32074	4.01911	2.47969	6.1403	2.42063	1.30145	1.35863	1.3068	0.0	10.95481	6.96519	12.26882	25.47841	16.20814	0.3041	0.65644	0.0	1.29225	3.97127	4.45148	12.50369	15.92542	9.37689	3.58083	17.32341	0.0	0.0	0.0	10.50544	3.59838	1.84134	10.59465	3.10858	4.17357	0.26678	1.30265	0.0	4.87689	10.30508	5.5481	4.86918	3.77087	0.39652	0.64043	2.70123	0.75012	2.04604	5.17309	10.92684	7.98518	5.08365	5.84862	1.1009	0.64797	1.70421	0.1189	0.44833	0.90748	0.54672	0.22165	0.36605	0.58855	1.52068	2.05251	0.0	0.69739	0.06486	1.63446	7.72999	1.8318	2.72052	3.20782	5.82881	1.25802	0.0	7.81327	29.45335	21.1388	11.07449	0.8033	0.0	0.45933	0.21699	0.9252	0.34541	0.0	2.34914	35.54613	8.28488	7.45037	4.16654	0.0	0.2826	0.15722	0.32465	0.317	0.0	0.0	0.0	36.38459	18.76662	18.10973	8.1208	1.34441	0.67791	0.0
